Name	p-value
3(S)-hydroxy-4(R),8-dimethyl-nonanoyl-CoA[m]	0.19899
3(S)-hydroxy-4-methyl-pentanoyl-CoA[m]	0.19899
3-hydroxydocosanoyl-CoA[m]	0.19899
3-hydroxyeicosanoyl-CoA[m]	0.19899
3-hydroxyheneicosanoyl-CoA[m]	0.19899
3-hydroxyheptadecanoyl-CoA[m]	0.19899
3-hydroxyheptanoyl-CoA[m]	0.19899
3-hydroxynonadecanoyl-CoA[m]	0.19899
3-hydroxynonanoyl-CoA[m]	0.19899
3-hydroxyoctadecanoyl-CoA[m]	0.19899
3-hydroxypentadecanoyl-CoA[m]	0.19899
3-hydroxypentanoyl-CoA[m]	0.19899
3-hydroxytridecanoyl-CoA[m]	0.19899
3-hydroxyundecanoyl-CoA[m]	0.19899
cis-(3S)-hydroxytetradec-5-enoyl-CoA[m]	0.19899
cis-(3S)-hydroxytetradec-7-enoyl-CoA[m]	0.19899
GM3[s]	0.19932
retinol[r]	0.19979
PPi[n]	0.20072
methylglyoxal[c]	0.20161
UTP[n]	0.20273
3-methylcrotonyl-CoA[m]	0.20295
phosphatidate-CL-pool[m]	0.20366
GA2[c]	0.20368
L-1-pyrroline-3-hydroxy-5-carboxylate[c]	0.20374
CO2[r]	0.20376
biliverdin[c]	0.20392
5,10-methenyl-THF[m]	0.20394
chondroitin-sulfate-A-(GalNAc4S-GlcA),-degradation-product-5[l]	0.20456
globotriaosylceramide[c]	0.20625
N-acetylgalactosamine[c]	0.20741
NADP+[m]	0.20785
NADPH[m]	0.20785
(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c]	0.20811
CoA[m]	0.20833
1D-myo-inositol-1,4,5,6-tetrakisphosphate[c]	0.2087
glucose[g]	0.20931
chondroitin-sulfate-E-(GalNAc4,6diS-GlcA),-precursor-2[g]	0.20938
PPi[c]	0.21033
zymosterol[r]	0.21214
5-formyl-THF[c]	0.2122
GD1alpha[g]	0.21253
1,2-diacylglycerol-LD-PE-pool[c]	0.21333
1,2-diacylglycerol-LD-PS-pool[c]	0.21333
(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c]	0.21407
(6Z,9Z)-octadecadienoyl-CoA[c]	0.21407
gamma-linolenoyl-CoA[c]	0.21407
isovaleryl-CoA[m]	0.21425
thiamin-PP[c]	0.21543
glycerol[m]	0.2157
glycerol[c]	0.21578
5-phosphoribosyl-4-carboxy-5-aminoimidazole[c]	0.21591
stearoyl-CoA[c]	0.21615
(S)-Glycerate[c]	0.21691
3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al[m]	0.21716
3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[m]	0.21716
glutamate[l]	0.2175
4-methyl-2-oxopentanoate[c]	0.21809
2,4,7-Decatrienoyl-Coenzyme-A[m]	0.21909
Cis2Trans4Decadienoyl-Coenzyme-A[m]	0.21909
OAA[m]	0.21927
1-acyl-PE-pool[c]	0.2204
2-methyl-3-oxopropanoate[c]	0.22166
4-acetamidobutanoate[c]	0.22166
5-hydroxyindoleacetate[c]	0.22166
acetaldehyde[m]	0.22166
D-glucarate[c]	0.22166
D-glucurono-6,3-lactone[c]	0.22166
glycolaldehyde[m]	0.22166
imidazole-4-acetaldehyde[c]	0.22166
imidazole-4-acetate[c]	0.22166
indoleacetate[c]	0.22166
lactaldehyde[m]	0.22166
methylmalonate[c]	0.22166
AIR[c]	0.2219
ADP[n]	0.22322
UDP-glucuronate[g]	0.22346
arachidonate[p]	0.22454
hydroxide[c]	0.22576
serine[c]	0.22588
maltose[s]	0.22629
1,2-diacylglycerol-bile-PC-pool[c]	0.2263
1-alkyl-2-acylglycerol[c]	0.2263
N-acetylneuraminate[c]	0.22845
leukoaminochrome[c]	0.22952
(13Z)-eicosenoyl-CoA[c]	0.22999
dATP[m]	0.23043
core-4[g]	0.23049
chondroitin-sulfate-E-(GalNAc4,6diS-GlcA),-precursor-4[g]	0.23107
glucose-6-phosphate[r]	0.23166
chitobiose[l]	0.23243
chondroitin-sulfate-C-(GalNAc6S-GlcA),-degradation-product-5[l]	0.23243
chondroitin-sulfate-D-(GlcNAc6S-GlcA2S),-degradation-product-2[l]	0.23243
chondroitin-sulfate-D-(GlcNAc6S-GlcA2S),-degradation-product-6[l]	0.23243
chondroitin-sulfate-E-(GalNAc4,6diS-GlcA),-degradation-product-7[l]	0.23243
ribose-1-phosphate[c]	0.23252
3-hydroxy-N6,N6,N6-trimethyl-L-lysine[c]	0.23255
(11Z,14Z,17Z)-eicosatrienoylcarnitine[c]	0.23283
(13Z,16Z)-docosadienoylcarnitine[c]	0.23283
(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[c]	0.23283
(5Z,8Z,11Z)-eicosatrienoylcarnitine[c]	0.23283
(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[c]	0.23283
(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[c]	0.23283
(8Z,11Z)-eicosadienoylcarnitine[c]	0.23283
(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[c]	0.23283
10,13,16,19-docosatetraenoylcarnitine[c]	0.23283
10,13,16-docosatrienoylcarnitine[c]	0.23283
13,16,19-docosatrienoylcarnitine[c]	0.23283
docosahexaenoylcarnitine[c]	0.23283
docosanoylcarnitine[c]	0.23283
docosenoylcarnitine(11)[c]	0.23283
docosenoylcarnitine[c]	0.23283
dodecanoylcarnitine[c]	0.23283
eicosadienoylcarnitine[c]	0.23283
eicosenoylcarnitine(11)[c]	0.23283
eicosenoylcarnitine(7)[c]	0.23283
eicosenoylcarnitine(9)[c]	0.23283
heneicosanoylcarnitine[c]	0.23283
heptadecenoylcarnitine(7)[c]	0.23283
heptadecenoylcarnitine(8)[c]	0.23283
L-oleoylcarnitine[c]	0.23283
nonadecanoylcarnitine[c]	0.23283
octadecatrienoylcarnitine[c]	0.23283
octadecenoylcarnitine(11)[c]	0.23283
octadecenoylcarnitine(7)[c]	0.23283
tetradecenoylcarnitine(7)[c]	0.23283
tetradecenoylcarnitine(9)[c]	0.23283
tridecanoylcarnitine[c]	0.23283
2-methylacetoacetyl-CoA[m]	0.23338
dCMP[m]	0.23377
(R)-5-phosphomevalonate[c]	0.23451
(R)-5-phosphomevalonate[p]	0.23451
oleoyl-CoA[c]	0.23625
beta-alanine[c]	0.23703
6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[c]	0.23794
N,N-chitobiosyldiphosphodolichol[c]	0.23827
2-oxobutyrate[m]	0.23919
3(S),8(S)-dihydroxy-(6E,10Z)-hexadecadienoate[m]	0.24178
riboflavin[s]	0.24273
prostaglandin-E2[c]	0.24324
Trans-Delta-2-Heptadecanoyl-Coenzyme-A[m]	0.24445
11-Octadecenoyl-Coenzyme-A[c]	0.24494
Gal2-Xyl-L-Ser-[protein][g]	0.24827
phenylalanine[c]	0.24891
2-lysolecithin-pool[c]	0.25
GQ1b[c]	0.25004
choloyl-CoA[c]	0.25106
L-tryptophanyl-tRNA(trp)[c]	0.25129
tRNA(trp)[c]	0.25129
asparagine[m]	0.25173
glutamate[m]	0.25206
CMP-N-acetylneuraminate[n]	0.25348
1D-myo-inositol-1,3,4,5,6-pentakisphosphate[n]	0.25522
Glycerol-2-Phosphate[c]	0.25775
lanosterol[r]	0.25844
CoA[s]	0.25883
malonyl-CoA[s]	0.25883
eicosanoyl-CoA[s]	0.25883
3-oxodocosanoyl-CoA[s]	0.25883
myo-inositol-hexakisphosphate[c]	0.25991
glucono-1,5-lactone-6-phosphate[c]	0.26132
glucono-1,5-lactone-6-phosphate[r]	0.26132
2,3-cyclic-UMP[s]	0.26291
3-UMP[s]	0.26291
(11Z)-eicosenoyl-CoA[c]	0.26311
(11Z,14Z)-eicosadienoyl-CoA[c]	0.26311
(11Z,14Z,17Z)-eicosatrienoyl-CoA[c]	0.26311
(13Z)-docosenoyl-CoA[c]	0.26311
10,13,16,19-docosatetraenoyl-CoA[c]	0.26311
9-eicosenoyl-CoA[c]	0.26311
docosanoyl-CoA[c]	0.26311
eicosanoyl-CoA[c]	0.26311
heneicosanoyl-CoA[c]	0.26311
nonadecanoyl-CoA[c]	0.26311
linolenoyl-CoA[c]	0.26384
n2m2nmasn[g]	0.26505
dihydrobiopterin[c]	0.26548
cholestenol[r]	0.26718
4-hydroxybenzoate[m]	0.26719
all-trans-decaprenyl-diphosphate[m]	0.26719
glycerate[c]	0.26801
(15Z)-tetracosenoyl-CoA[c]	0.26825
tetracosanoyl-CoA[c]	0.26825
H2O[n]	0.2686
CMP-neuNGc[c]	0.26861
N-acetylneuraminate[n]	0.26861
neungc[c]	0.26861
5-hydroxytryptophol[c]	0.26865
UDP-N-acetylglucosamine[c]	0.26867
ATP[n]	0.2697
dihydroceramide-pool[c]	0.27017
cobamide-coenzyme[m]	0.271
triphosphate[m]	0.271
globoside[l]	0.2714
5-methylthioadenosine[c]	0.27367
thiamin[s]	0.2746
(15Z)-tetracosenoylcarnitine[c]	0.27489
(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine[c]	0.27489
12,15,18,21-tetracosatetraenoylcarnitine[c]	0.27489
decanoyl-CoA[c]	0.27489
hexacosanoylcarnitine[c]	0.27489
hexacosenoylcarnitine[c]	0.27489
malonyl-carnitin[p]	0.27489
malonyl-CoA[p]	0.27489
tetracosanoylcarnitine[c]	0.27489
tricosanoylcarnitine[c]	0.27489
Adipoyl-Coenzyme-A[c]	0.27489
3-Hydroxy-Butyryl-Carnitine[c]	0.27489
Decanoyl-Carnitine[c]	0.27489
Sebacoyl-Coenzyme-A[c]	0.27489
3-Hydroxydecanoylcarnitine[c]	0.27489
Lauroyl-Carnitine[c]	0.27489
Dodecanedioyl-Coenzyme-A[c]	0.27489
3-Hydroxydodecanoylcarnitine[c]	0.27489
3-Hydroxy-Tetradecenoyl-7-Carnitine[c]	0.27489
Tetradecadienoyl-Coenzyme-A[c]	0.27489
Tetradecadienoyl-Carnitine[c]	0.27489
3-Hydroxy-Trans5,8Tetradecadienoyl-Carnitine[c]	0.27489
3-Hydroxy-Tetradecanoyl-Carnitine[c]	0.27489
3-Hydroxyhexadecenoylcarnitine[c]	0.27489
3-Hydroxy-Trans7,10-Hexadecadienoyl-Carnitine[c]	0.27489
Hexadecanedioic-Acid-Mono-L-Carnitine-Ester[c]	0.27489
3-Hydroxyhexadecanoylcarnitine[c]	0.27489
3-Hydroxyoctadecadienoylcarnitine[c]	0.27489
3-Hydroxyoctadecanoyl-Carnitine[c]	0.27489
Malonyl-Carnitine[c]	0.27489
Isovaleryl-Carnitine[c]	0.27489
Tiglyl-Carnitine[c]	0.27489
Glutaryl-Carnitine[c]	0.27489
Suberyl-Coenzyme-A[c]	0.27489
3-Hydroxy-Isovaleryl-Carnitine[c]	0.27489
(S)-dihydroorotate[c]	0.27535
(10Z)-heptadecenoyl-CoA[c]	0.27629
(7Z)-tetradecenoyl-CoA[c]	0.27629
(9E)-octadecenoyl-CoA[c]	0.27629
(9E)-tetradecenoyl-CoA[c]	0.27629
5-tetradecenoyl-CoA[c]	0.27629
7-hexadecenoyl-CoA[c]	0.27629
9-heptadecenoyl-CoA[c]	0.27629
xanthine[c]	0.27679
chondroitin-sulfate-A-(GalNAc4S-GlcA),-degradation-product-2[l]	0.27731
chondroitin-sulfate-E-(GalNAc4,6diS-GlcA),-degradation-product-3[l]	0.27731
glyoxalate[c]	0.27764
butyrate[c]	0.27886
butyrate[s]	0.27886
orotidine-5-phosphate[c]	0.2796
Tetradecenoyl-Coenzyme-A-(N-C14:1)[c]	0.28039
trans,trans,cis-geranyl-geranyl-pp[c]	0.2807
1-acylglycerol-3P-bile-PC-pool[c]	0.28079
acyl-CoA-bile-PC-pool[c]	0.28079
Galactosyl-Glucosyl-Ceramide[s]	0.28198
H2S[c]	0.28304
L-cystathionine[c]	0.28304
sedoheptulose-7-phosphate[c]	0.28316
L-octanoylcarnitine[c]	0.28439
adenylosuccinate[c]	0.285
noradrenaline[c]	0.28517
myristoyl-CoA[c]	0.28522
hydroxymethylglutathione[c]	0.28621
Na+[c]	0.28743
Na+[s]	0.28743
cholesterol-ester-pool[s]	0.28787
lc4Cer[c]	0.28791
CoA[p]	0.28897
glyceraldehyde[c]	0.28925
Electron-Transfer-Flavoprotein-Oxidized[m]	0.28978
Electron-Transfer-Flavoprotein-Reduced[m]	0.28978
AMP[c]	0.28988
benzoate[c]	0.29143
benzoate[r]	0.29143
cocaine[c]	0.29143
cocaine[r]	0.29143
ecgonine-methyl-ester[c]	0.29143
ecgonine-methyl-ester[r]	0.29143
Cis-6-Dodecenoyl-Coenzyme-A[m]	0.29148
formate[c]	0.29181
kynurenine[s]	0.29251
heparan-sulfate,-degradation-product-9[l]	0.29297
N-acetylglucosamine[l]	0.29314
pyridoxine[c]	0.29315
pyridoxine-phosphate[c]	0.29315
LacCer-pool[s]	0.29394
hexanoyl-CoA[m]	0.29438
arachidonyl-carnitine[m]	0.29443
eicosanoylcarnitine[m]	0.29443
eicosatrienoylcarnitine[m]	0.29443
gamma-linolenoylcarnitine[m]	0.29443
heptadecanoylcarnitine[m]	0.29443
hexadecenoylcarnitine(9)[m]	0.29443
linoleic-carnitine[m]	0.29443
L-palmitoylcarnitine[m]	0.29443
ocosatetraenoylcarnitine[m]	0.29443
octadecenoylcarnitine(5)[m]	0.29443
palmitoleoyl-carnitine[m]	0.29443
pentadecanoylcarnitine[m]	0.29443
stearoylcarnitine[m]	0.29443
tetradecenoylcarnitine(5)[m]	0.29443
chondroitin-sulfate-A-(GalNAc4S-GlcA),-degradation-product-4[l]	0.29455
chondroitin-sulfate-A-(GalNAc4S-GlcA),-free-chain[l]	0.29455
chondroitin-sulfate-B---dermatan-sulfate-(IdoA2S-GalNAc4S),-free-chain[l]	0.29455
chondroitin-sulfate-E-(GalNAc4,6diS-GlcA),-free-chain[l]	0.29455
14-demethyllanosterol[c]	0.29477
4,4-dimethyl-5alpha-cholesta-8-en-3-beta-ol[c]	0.29477
apo-[ACP][c]	0.295
PPi[m]	0.2962
methylmalonyl-CoA[m]	0.29639
5,8,11,14-Eicosatetraenoyl-Coenzyme-A[m]	0.29644
tryptophan[c]	0.29661
mem2emgacpail-heparan-sulfate[r]	0.29704
L-seryl-tRNA(ser)[c]	0.2971
tRNA(ser)[c]	0.2971
D-myo-inositol-1,4,5-trisphosphate[c]	0.29717
lc3Cer[c]	0.29721
tetradecanoylcarnitine[c]	0.29794
phosphocholine[c]	0.29885
arachidonyl-CoA[c]	0.29889
linoleoyl-CoA[c]	0.29889
6-phospho-D-gluconate[c]	0.30046
G00032[g]	0.3006
acylglycerone-phosphate[c]	0.30166
phenylpyruvate[m]	0.30243
ADP-ribose[s]	0.30257
ADP-ribose-2-phosphate[c]	0.30257
ADP-ribose-2-phosphate[s]	0.30257
NAD+[s]	0.30257
NADP+[s]	0.30257
nicotinamide[s]	0.30257
N-methylhistamine[c]	0.30405
chondroitin-sulfate-A-(GalNAc4S-GlcA),-B-(IdoA2S-GalNAc4S),-and-E-(GalNAc4,6diS-GlcA),-precursor-1[g]	0.30433
oxidized-thioredoxin[c]	0.30441
thioredoxin[c]	0.30441
4-hydroxy-all-trans-retinoate[c]	0.30451
4-hydroxy-all-trans-retinoate[r]	0.30451
alpha-GalNAc-globoside[l]	0.30499
Tn-antigen[l]	0.30499
Protein-Linked-Serine-Or-Threonine-Residue-(O-Glycosylation-Site)[l]	0.30499
glutamate[s]	0.30679
5-phosphoribosylamine[c]	0.30788
(6Z,9Z)-octadecadienoylcarnitine[r]	0.30829
(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[r]	0.30829
(9E)-octadecenoylcarnitine[r]	0.30829
stearoylcarnitine[r]	0.30829
ADP-ribose[c]	0.30917
PE-LD-pool[c]	0.31028
Trans-2-Cis,Cis-4,8-Tetradecatrienoyl-Coenzyme-A[m]	0.31091
gamma-butyrobetaine[c]	0.31198
cholesterol[c]	0.31385
H+[n]	0.31402
cystine[c]	0.31435
selenide[c]	0.31435
selenite[c]	0.31435
glycolate[c]	0.31552
nLc5Cer[c]	0.31553
nLc6Cer[c]	0.31553
paragloboside[c]	0.31553
glycogenin-G4G7[s]	0.31652
Glycogen,-Structure-4-(Glycogenin-1,6-{2[1,4-Glc],-[1,4-Glc]})[s]	0.31652
D-xylose[c]	0.31653
NADP+[n]	0.31706
NADPH[n]	0.31706
2(R),6-dimethyl-heptanoyl-CoA[m]	0.31723
H2O2[m]	0.31976
2-trans-4-cis-decadienoyl-CoA[p]	0.32033
6(R)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate[m]	0.32033
6(S)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate[m]	0.32033
8(R)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate[m]	0.32033
8(S)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate[m]	0.32033
3,3-diiodo-L-thyronine[c]	0.32082
4-nitrophenyl-phosphate[s]	0.32087
PNP[s]	0.32087
(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c]	0.32183
(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c]	0.32183
pentadecanoyl-CoA[c]	0.32183
tridecanoyl-CoA[c]	0.32183
lipid-droplet[c]	0.3238
GD3[g]	0.32786
DNA[c]	0.3291
[pyruvate-dehydrogenase-(acetyl-transferring)][c]	0.32916
[pyruvate-dehydrogenase-(acetyl-transferring)]-phosphate[c]	0.32916
tyramine[c]	0.32937
apoA1[l]	0.33075
apoE[l]	0.33075
dolichyl-phosphate[c]	0.33104
O-propanoylcarnitine[c]	0.332
(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c]	0.33257
3alpha,7alpha-dihydroxy-5beta-cholestanate[m]	0.33388
fructose-6-phosphate[c]	0.33467
PS-LD-pool[c]	0.33528
cholesterol-ester-pool[c]	0.33718
1-acylglycerol-3P-pool[m]	0.33743
acyl-CoA-pool[m]	0.33743
Vanilpyruvic-Acid[c]	0.33934
FAD[r]	0.33993
FADH2[r]	0.33993
Pi[s]	0.3406
Trans7,10-Hexadecadienoyl-Coenzyme-A[m]	0.3409
dimethylglycine[c]	0.34101
phosphopantetheine[c]	0.34147
phosphopantetheine[m]	0.34147
chondroitin-sulfate-C-(GalNAc6S-GlcA),-degradation-product-2[l]	0.34209
hyaluronan-biosynthesis,-precursor-1[l]	0.34209
hyaluronan-degradation-product-1[l]	0.34209
glucose[l]	0.34352
5-oxo-12-HETE[m]	0.3448
5-oxo-ETE[m]	0.3448
17beta-estradiol-2,3-semiquinone[c]	0.34583
17beta-estradiol-2,3-semiquinone[l]	0.34583
17beta-estradiol-3,4-semiquinone[c]	0.34583
17beta-estradiol-3,4-semiquinone[l]	0.34583
2-hydroxyestradiol-17beta[l]	0.34583
2-hydroxyestrone[c]	0.34583
4-hydroxy-17beta-estradiol[l]	0.34583
4-hydroxyestrone[r]	0.34583
estrone-2,3-semiquinone[c]	0.34583
estrone-2,3-semiquinone[r]	0.34583
estrone-3,4-semiquinone[c]	0.34583
estrone-3,4-semiquinone[r]	0.34583
formaldehyde[l]	0.34583
H2O2[l]	0.34583
H2O2[r]	0.34583
methanol[l]	0.34583
chondroitin-sulfate-B---dermatan-sulfate-(IdoA2S-GalNAc4S),-degradation-product-2[l]	0.34587
acetate[r]	0.34707
(7Z)-octadecenoyl-CoA[c]	0.34761
alanine[c]	0.34844
deoxyinosine[c]	0.35012
2,3-diketo-5-methylthiopentyl-1-phosphate[c]	0.35107
formate[n]	0.35107
UDP-glucose[c]	0.3521
folate[c]	0.35261
creatine[c]	0.3528
T-antigen[g]	0.35313
nLc7Cer[c]	0.35361
lysine[c]	0.35394
O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine[c]	0.35485
uracil[c]	0.35702
cysteine[c]	0.35737
methanol[c]	0.35812
ADP-glucose[c]	0.35818
ADP-mannose[c]	0.35818
4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[c]	0.3592
4,4-dimethyl-5alpha-cholesta-8,14-dien-3-beta-ol[c]	0.3592
urea[c]	0.35934
citrulline[c]	0.3603
1,2-diacylglycerol-LD-PC-pool[c]	0.36034
PC-LD-pool[c]	0.36155
citrate[c]	0.36201
1a,11b-dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene[c]	0.36226
7,12-dimethylbenz[a]anthracene-5,6-oxide[c]	0.36226
benzo[a]pyrene-7,8-oxide[c]	0.36226
bromobenzene-3,4-oxide[c]	0.36226
trans-3,4-dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene[c]	0.36226
glycyl-tRNA(gly)[c]	0.36234
tRNA(gly)[c]	0.36234
taurochenodeoxycholate[c]	0.36242
L-carnitine[p]	0.36244
palmitoleoyl-CoA[c]	0.36257
3-phosphonooxypyruvate[c]	0.36345
1,2-dihydronaphthalene-1,2-diol[c]	0.36538
1-nitro-5,6-dihydroxy-dihydronaphthalene[c]	0.36538
aflatoxin-B1-diol[c]	0.36538
bromobenzene-3,4-dihydrodiol[c]	0.36538
trans-5,6-dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene[c]	0.36538
chondroitin-sulfate-A-(GalNAc4S-GlcA),-degradation-product-1[l]	0.36609
chondroitin-sulfate-B---dermatan-sulfate-(IdoA2S-GalNAc4S),-degradation-product-1[l]	0.36609
beta-alanine[s]	0.36623
chondroitin-sulfate-E-(GalNAc4,6diS-GlcA)-proteoglycan[g]	0.36659
serine[m]	0.36725
heparan-sulfate,-degradation-product-13[l]	0.36727
heparan-sulfate,-degradation-product-19[l]	0.36727
heparan-sulfate,-degradation-product-2[l]	0.36727
heparan-sulfate,-degradation-product-7[l]	0.36727
trans-4-hydroxy-L-proline[s]	0.36761
6(R)-hydroxy-tetradeca-(4E,8Z)-dienoate[m]	0.36886
6(S)-hydroxy-tetradeca-(4E,8Z)-dienoate[m]	0.36886
8(R)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate[m]	0.36886
8(S)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate[m]	0.36886
7,10,13-Hexadecatrienoyl-Coenzyme-A[m]	0.36902
5,8,11,14,17-Eicosapentenoyl-Coenzyme-A[m]	0.36902
7Z,10Z-Hexadecadienoic-Acid[m]	0.36902
(Z,Z,Z)-7,10,13-Hexadecatrienoic-Acid[m]	0.36902
Trans-Delta-2-Heptadecanoic-Acid[m]	0.36902
5,8,11,14,17-Eicosapentenoic-Acid[m]	0.36902
l2fn2m2masn[g]	0.37152
chondroitin-sulfate-D-(GlcNAc6S-GlcA2S)-precursor-2[g]	0.37264
PRPP[c]	0.37305
all-trans-decaprenyl-diphosphate[c]	0.37583
heparan-sulfate,-free-chain[l]	0.37767
TAG-LD-pool[c]	0.37799
Sebacoyl-Coenzyme-A[p]	0.37874
5beta-cholestane-3alpha,7alpha,26-triol[c]	0.37981
GA2[g]	0.37993
GD2[g]	0.37993
adrenaline[s]	0.38064
N-methylsalsolinol[s]	0.38064
tryptamine[s]	0.38064
propanoyl-CoA[m]	0.3819
2-hydroxyestradiol-17beta[c]	0.38235
3,3-diiodo-L-thyronine-4-O-sulfate[c]	0.38261
24,25-dihydrolanosterol[c]	0.38336
dUMP[c]	0.38361
heptadecanoyl-CoA[m]	0.38503
(24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA[p]	0.3853
citrulline[m]	0.38613
alanine[l]	0.3866
arginine[l]	0.3866
asparagine[l]	0.3866
aspartate[l]	0.3866
cysteine[l]	0.3866
glutamine[l]	0.3866
glycine[l]	0.3866
isoleucine[l]	0.3866
leucine[l]	0.3866
lysine[l]	0.3866
methionine[l]	0.3866
phenylalanine[l]	0.3866
proline[l]	0.3866
serine[l]	0.3866
threonine[l]	0.3866
tryptophan[l]	0.3866
tyrosine[l]	0.3866
valine[l]	0.3866
(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[c]	0.38666
(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[c]	0.38666
(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[c]	0.38666
O-butanoylcarnitine[c]	0.38666
Alpha-Linolenyl-Carnitine[c]	0.38666
Sebacoyl-Carnitine[c]	0.38666
Dodecanedioyl-Carnitine[c]	0.38666
Succinyl-Carnitine[c]	0.38666
Hexanoyl-Carnitine[c]	0.38666
Adipoyl-Carnitine[c]	0.38666
Suberyl-Carnitine[c]	0.38666
11-Octadecenoyl-Carnitine[c]	0.38666
m2emgacpail-heparan-sulfate[r]	0.38702
hydroxymethylbilane[c]	0.38936
retinyl-ester[c]	0.38997
L-carnitine[r]	0.38999
G00006[c]	0.39004
Xyl-L-Ser-[protein][g]	0.3917
L-lysyl-tRNA(lys)[c]	0.39196
tRNA(lys)[c]	0.39196
1,3-diaminopropane[c]	0.39239
kynurenine[c]	0.3939
H2S2O3[c]	0.39424
hydrogen-cyanide[c]	0.39424
hydrogen-cyanide[m]	0.39424
thiocyanate[c]	0.39424
thiocyanate[m]	0.39424
cob(II)alamin[m]	0.3944
GDP[m]	0.39657
1,2-diacylglycerol-LD-PE-pool[r]	0.39757
DNA[n]	0.39795
1-acylglycerol-3P-pool[c]	0.40038
G00021[g]	0.40039
n4m2masn[g]	0.40039
n2m2nmn[l]	0.40103
O-acetylcarnitine[c]	0.40128
chenodiol[c]	0.40228
12,15,18,21-tetracosatetraenoyl-CoA[p]	0.40252
tricosanoyl-CoA[p]	0.40252
glucose[c]	0.40267
octanoyl-CoA[c]	0.403
(R)-mevalonate[c]	0.40341
(R)-mevalonate[p]	0.40341
11-Octadecenoyl-Coenzyme-A[m]	0.40442
1-acylglycerol-chylomicron-pool[c]	0.40543
1-acylglycerol-VLDL-pool[c]	0.40543
fatty-acid-chylomicron-pool[c]	0.40543
fatty-acid-VLDL-pool[c]	0.40543
retinol[c]	0.40579
(11Z,14Z,17Z)-eicosatrienoylcarnitine[m]	0.40603
(13Z,16Z)-docosadienoylcarnitine[m]	0.40603
(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[m]	0.40603
(5Z,8Z,11Z)-eicosatrienoylcarnitine[m]	0.40603
(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[m]	0.40603
(6Z,9Z)-octadecadienoylcarnitine[m]	0.40603
(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[m]	0.40603
(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[m]	0.40603
(8Z,11Z)-eicosadienoylcarnitine[m]	0.40603
(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[m]	0.40603
(9E)-octadecenoylcarnitine[m]	0.40603
10,13,16,19-docosatetraenoylcarnitine[m]	0.40603
10,13,16-docosatrienoylcarnitine[m]	0.40603
13,16,19-docosatrienoylcarnitine[m]	0.40603
docosahexaenoylcarnitine[m]	0.40603
docosanoylcarnitine[m]	0.40603
docosenoylcarnitine(11)[m]	0.40603
docosenoylcarnitine[m]	0.40603
dodecanoylcarnitine[m]	0.40603
eicosadienoylcarnitine[m]	0.40603
eicosenoylcarnitine(11)[m]	0.40603
eicosenoylcarnitine(7)[m]	0.40603
eicosenoylcarnitine(9)[m]	0.40603
heneicosanoylcarnitine[m]	0.40603
heptadecenoylcarnitine(7)[m]	0.40603
heptadecenoylcarnitine(8)[m]	0.40603
L-oleoylcarnitine[m]	0.40603
malonyl-carnitin[m]	0.40603
nonadecanoylcarnitine[m]	0.40603
octadecatrienoylcarnitine[m]	0.40603
octadecenoylcarnitine(11)[m]	0.40603
octadecenoylcarnitine(7)[m]	0.40603
